periodico,titulo,cuerpo,fecha,categoria
La Razon,Rumbo a la nueva ‘(a)normalidad’,"Empezamos la “nueva normalidad” con cuarentena dinámica hasta el 31 de julio y nos recentraremos en dos temas: elecciones y economía. Es ahora bueno analizar dónde estamos y dónde podremos estar. También es adecuado saber realmente, sin bulos ni berrinches (ya agoreros y masistas me han insultado), cuál es la situación de la endemia en nuestro país. En el octavo reporte del Índice de Riesgo Municipal COVID-19 del Minsalud, en el país 11 municipios pasaron de riesgo medio y moderado a riesgo alto; los departamentos de Cochabamba (a pesar de su boom de nuevos casos) y el de Potosí son los dos únicos donde se han reducido los municipios en riesgo alto: de 15 a 12 y de 3 a 2, respectivamente. Al 26 de junio, el 24% (82) de los 339 municipios del país estaban con riesgo alto, 50% (170) con riesgo medio y 26% (86) con riesgo moderado, un panorama que nos avisa que las flexibilizaciones de las medidas de cuarentena tienen que ir acompañadas por una adecuada concienciación. Pero en contraparte, no todas las noticias son malas: El porcentaje de casos activos versus el total de afectados confirmados a nivel nacional el domingo 28 pasado fue del 69,8%: la décimo sexta disminución consecutiva porcentual de casos activos, mientras que el índice nacional de recuperados versus el total de afectados confirmados el mismo día fue de 27,0, el cuarto aumento consecutivo que para el departamento de Santa Cruz fue del 42,9% y su décimo sexto aumento consecutivo porcentual. El promedio de recuperación en 23 países latinoamericanos es del 43.0%, fluctuando entre el 94.1% en Cuba y el 10,0% en Honduras (el promedio mundial del lunes fue del 10,7%). Otro elemento positivo es el promedio diario de pruebas PCR (aún insuficientes pero muchísimas más que en semanas anteriores gracias a que de un único laboratorio de referencia al comienzo de la pandemia, el Cenetrop, pasamos a 22): se avanzó en las últimas cuatro semanas de 807 pruebas diarias promedio en la semana 11 a 2.138 en la recién pasada semana 15. Pero el dato más relevante es que, siguiendo el pronóstico del ingeniero Édgar Villegas de que la cantidad de afectados se duplicaba cada 10 días, el domingo debimos bordear los 80 mil casos detectados y tuvimos 31.524, lo que constituye un “aplane de la curva” de contagios de 18 días, beneficiando a una menor saturación crítica de los centros hospitalarios pero, en contraparte, alargando el proceso de la endemia. Y esto me lleva a las proyecciones del Institute for Health Metrics and Evaluation de la University of Washington en Seattle, que se actualizan periódicamente. Alrededor de fines de mayo, el pronóstico del IHME para Bolivia era que el pico de la pandemia sería el 27 de julio con un promedio de 93 mil casos detectados. Sin embargo, las medidas para flexibilizar la cuarentena en muchos municipios del país le ha llevado el 24 de junio a tres escenarios: el primero, con las medidas de rigidez usadas tendría su pico el 5 de agosto con más de 51 mil casos promedio; el segundo, haciéndolas más rígidas (uso obligatorio de barbijo para todos, distancia social, desinfección continuada, entre otros) daría su máximo el 31 de julio con unos 38 mil casos detectados promedio, y el tercero, flexibilizando la cuarentena, el proceso progresivo actual en todo el país, tendría su pico entre el 5 y el 6 de septiembre (fecha electoral) con casi 93 mil casos detectados, iniciando su descenso (sinusoidal) hasta entrado noviembre cuando alcanzaría valores cercanos a R1 o R0 (R es el índice de reproducción o contagio; por ende R1 es que cada contagiado activo potencialmente contagie a otro, y R0 es cuando cesan prácticamente los contagios y se da por concluido este ciclo de la endemia). La próxima columna, con mucha seguridad, será menos pandemia y más elecciones. Esperemos hasta entonces. ",01-07-2020,opinion
La Razon,Banderas a media asta y crespones negros marcarán el inicio de las fiestas julias,"La iza de la bandera paceña a media asta y un crespón negro, en memoria de las 31 personas fallecidas por el COVID-19 en el municipio de La Paz,  marcarán este miércoles 1 de julio el inicio de la conmemoración de los 211 años de la Gesta Libertaria de 1809. El Concejo Municipal de La Paz aprobó por unanimidad la ordenanza que dispone el embanderamiento obligatorio de edificios públicos y privados en el municipio los días 1, 15 y 16 de julio con el emblema nacional y departamental en homenaje al grito libertario. “Me he permitido recomendar, y así ha quedado plasmado en la ordenanza, que el 1 de julio además en el embanderamiento se coloquen crespones negros, esto porque es justo recordar a todos los paceños y no paceños que han fallecido víctimas de la pandemia. Se trata de que este momento de recordación de nuestro grito libertario sea también un momento de recordación de todos aquellos que nos han dejado”, dijo el concejal de Sol.bo Fabián Siñani. La conmemoración de la gesta patriótica –efeméride departamental de La Paz– se caracteriza por una serie de actos protocolares, entre ellos la Sesión de Honor del Concejo Municipal, además el traslado de los restos de los protomártires, desfiles de teas y ofrendas florales, actos que este año tendrán otras particularidades. (30/06/2020) ",30-06-2020,sociedad
La Razon,Lourdes murió con el cráneo destrozado; 59 feminicidios golpearon al país en el primer semestre,"Lourdes C. P. R., de 42 años de edad, fue encontrada sin vida en su domicilio; tenía el cráneo destrozado con un hacha. Su nombre se ha inscrito en la dolorosa lista de feminicidios que a la fecha, en el primer semestre, ya suma 59, según un recuento de la Fiscalía. El crimen de género fue perpetrado en la comunidad Arquillos, del municipio de Tomina, en Chuquisaca. “La Fiscalía investiga de oficio este hecho de feminicidio”, dijo el fiscal departamental de ese departamento, Mauricio Nava. Explicó que en este caso la hija menor de la víctima se constituye en el testigo clave del caso. Sobre la base de sus declaraciones se han ejecutado las primeras acciones legales, entre ellas la aprehensión del principal sindicado, un hombre que fue visto con un hacha en la mano. “Se realizó la orden de aprehensión en contra de uno de sus trabajadores por ser el principal sospechoso de la muerte, ya que fue visto ingresando a la habitación de la mujer con un hacha”, detalló Nava. El ilícito sucedió el 29 de junio cerca de las 02.00, según los primeros datos de las pesquisas. Santos L., señalado como el feminicida, retornó a la casa donde trabaja como peón después de haber asistido a una fiesta, y cuando todos los habitantes de la vivienda se retiraron a sus habitaciones para dormir, ingresó a la de Lourdes C. P. Pero no contaba con que la hija de la víctima, de nueve años de edad lo vio. El sujeto persiguió a la menor pero ésta se encerró en un baño. Minutos después, Santos L. tomó un hacha y volvió al cuarto de la mujer para asestarle un certero golpe en la cabeza que le causó la muerte de forma instantánea. Después, el sujeto se dio a la fuga. El informe forense estableció que el deceso se produjo por un traumatismo encéfalo craneal grave. De acuerdo con el sistema de datos del Ministerio Público, durante el primer semestre de 2020, del 1 de enero al 30 de junio, se registraron 59 casos de feminicidio a escala nacional. El departamento más afectado por el flagelo es La Paz (22 casos), seguido por Santa Cruz (10), Cochabamba (7), Oruro (6), Beni (4), Tarija (2), Potosí (3), Chuquisaca (3) y Pando (2). No obstante, la cifra total es menor comparada con el mismo periodo de 2019. El año pasado se cifraron 65 crímenes de género. (30/06/2020) ",30-06-2020,seguridad
La Razon,En Pando hay una demora de resultados de 600 pruebas COVID-19,"El presidente del Colegio Médico de Pando, Andrés Antezana, informó a *La Razón* que hace 12 días el laboratorio GenXpert de ese departamento no realiza las pruebas COVID-19 por falta de reactivos y que están a la espera del resultado de unas 600 muestras enviadas al Centro Nacional de Enfermedades Tropicales (Cenetrop) y al Instituto Nacional de Laboratorios de Salud (Inlasa). “Hace 12 días que no se realizan las pruebas, se han tomado unas 600 muestras, de las que estamos seguros que el 75% son positivos”, advirtió Antezana. De acuerdo con galeno, los establecimientos de salud de Cobija están colapsando con pacientes COVID-19. En el caso de hospital de tercer nivel Hernán Messsuti Ribera, hay 12 pacientes internados dependientes de oxígeno y se habilitaron 20 camas, con lo que se halla al 90% de su capacidad. En los otros hospitales como el Roberto Galindo Terán, Perla del Acre y la Caja Nacional de Salud (CNS) tienen tubos de oxígeno en una cantidad “limitada”, afirma. “La Caja tiene 12 camas con pacientes positivos entre moderados y críticos, está al 100 por ciento”. Antezana observó que en Pando existe una falta de coordinación entre alcaldías, gobernación y gobierno central. “No se ponen de acuerdo en las ayudas, en la inversión con las necesidades que tenemos, es preocupante. El director del Sedes no asume la rectoría, el hospital COVID tiene una serie de aspectos incompletos, lo único rescatable es que dispone de oxígeno las 24 horas”. Ante esta situación, el Colegio Médico de Pando anunció que apelarán a la Fiscalía Departamental para exigir a las autoridades responder a las necesidades en salud, de lo contrario estarían incurriendo en incumplimiento de deberes. “Se ha determinado en las próximas horas, la denuncias por incumplimiento de deberes a la Fiscalía departamental para que de una vez existan responsables de todo el problema que estamos acarreando, seguiremos trabajando, pero con las condiciones que ameriten”, dijo Jimmy Panozo, del Colegio Médico de Pando.  Este medio intentó comunicarse con el director del Sedes Pando, Danny Mendoza, para saber sobre el estado de la situación del sistema de salud en esta región, pero la autoridad no contestó las llamadas. En tanto, el responsable de Epidemiología, Rodolfo Villarroel, señaló, a través de un video en Facebook de Sedes Pando, que el reporte de nuevos casos de este martes es preliminar, ya que esperan respuestas de La Paz y Santa Cruz. “Queremos decir que este es un informe parcial y, aproximadamente en 72 horas vamos a tener la respuesta de todo lo que se ha enviado a la ciudad de Santa Cruz y La Paz (en cuanto a) las muestras”. El Ministerio de Salud reportó este martes un total de 27 decesos en el departamento por causa del COVID-19, pero según el informe de José Bernardo Condori, director del Servicio Municipal de Aseo Urbano (Semasur) de Cobija, solo en este municipio fallecieron 46 personas por esta causa. ",01-07-2020,sociedad
La Razon,"Reportan 52 muertos por COVID-19 en Bolivia en un solo día, la segunda cifra más alta","Los fallecimientos por el COVID-19 en Bolivia van en aumento. Este martes se registraron 52 decesos por la enfermedad, la segunda cifra más alta desde que se detectaron los primeros casos de infectados con el virus en el país (ayer fue la más elevada, con 57 muertes). El total acumulado de decesos en todo el territorio llega a 1.123 personas. Los departamentos de Santa Cruz y Cochabamba son los que registran diaria y oficialmente más fallecimientos: 24 y 18 hoy, respectivamente. En Beni se identificaron este martes cinco casos, Chuquisaca tres y Pando, dos. En Tarija, La Paz, Potosí y Oruro no se reportaron muertes. La falta de pruebas para conocer si una persona falleció por COVID-19 y los protocolos que obligan a actuar con los cuerpos como si así fuera, inciden en que en el departamento de Cochabamba, por ejemplo, haya una fila de cuerpos a la espera de ser cremados o enterrados, ante la falta de espacio en los camposantos y el poco abasto del único horno crematorio de la ciudad. De acuerdo con el reporte del Ministerio de Salud, este martes se identificaron 1.094 nuevos contagios de coronavirus, con los que el número total de infectados ascendió a 33.219. De éstos, 22.756 (68,5%) aún se encuentran activos. El departamento de Santa Cruz registró 670 contagios nuevos, Cochabamba 139, Chuquisaca 63, La Paz 62, Tarija 56, Oruro 50, Beni 44 y Potosí 10. El total acumulado de casos de COVID-19 es: Santa Cruz 18.881 infectados, Beni 4.119, Cochabamba 3.640, La Paz 3.029, Oruro 949, Potosí 674, Pando 568, Chuquisaca 707 y Tarija 652. Hasta el momento se registraron 9.340 pacientes recuperados de la enfermedad en todo el país. ",30-06-2020,sociedad
La Razon,Gabriela Maire es la primera productora boliviana que votará en los premios Oscar,"La productora boliviana Gabriela Maire (“Zona Sur”, “Ivy Maraey”, “Las Niñas Bien”, “La caridad”) ha sido invitada junto a 819 personalidades del cine mundial —como los directores Ari Aster (“Midsommar”, “Hereditary”) e Icíar Bolláin (“Te doy mis ojos”) o los actores Choi Woo-Shik (“Parasite”), Yalitza Aparicio (“Roma”), Ana de Armas (“Blade Runner 2049”)— para formar parte de la Academia de Artes y Ciencias Cinematográficas (AMPAS) de Estados Unidos. Los miembros de esta prestigiosa institución son los responsables de elegir cada año a los ganadores de los premios Oscar. Han sido invitados a unirse este año a la Academia 819 artistas y ejecutivos de 68 países, informó el portal Indiewire. La documentalista boliviana Violeta Ayala también figura en la nómina. Según esta publicación, la institución ha buscado mayor representatividad con personas de comunidades étnicas/raciales subrrepresentadas (36%) y mujeres (45%), que se encuentran en la lista de este año. Muchos miembros nuevos (49%) provienen del extranjero. «Dentro de la Academia hay un grupo de miembros que busca impulsar la diversidad y que lucha por apoyar productores que estén haciendo un trabajo importante y representativo en sus países. Los miembros pueden sugerir personas y en mi caso, una productora de Estados Unidos mencionó mi nombre como una de las productoras a las que habría que prestar atención de Latinoamérica. Una vez hecha esta mención, los miembros revisan tu trayectoria, las películas que hiciste, la calidad de tus proyectos, si tienen el calibre de los proyectos de la Academia, los festivales y premios que obtuviste, además que debes cumplir una serie de requisitos que incluyen un mínimo de créditos/películas como productora y, si tu perfil avanza por buen camino, te contactan para que completes una postulación y para saber más de ti, preguntan por las funciones que hiciste en cada una de las películas y para entender que tienes verdaderamente el rol de productor”, explicó la productora Gabriela Maire a   desde México, país donde trabaja desde hace seis años. Maire estudió Comunicación Social en la Universidad Católica Boliviana y continuó su formación en la Escuela de Cine y Artes Audiovisuales (ECA), donde fue productora e hizo su primer trabajo, “Licorcito de Coca”, de Adán Saravia. Trabajó como productora en varios audiovisuales entre los que destaca  “Zona Sur” e “Yvy Maraey, tierra sin mal” —ambas del director Juan Carlos Valdivia—, después de las que se mudó a México. Actualmente integra Zafiro Cinema, compañía que maneja con el reconocido productor mexicano Edher Campos. “Nuestro objetivo es apoyar a cinematografías emergentes como la de nuestro país. En este entendimiento estamos coproduciendo la película boliviana “Perros de Vinko Tomicic”, que debía ser filmada en marzo de este año y que esperamos avanzar cuando termine la pandemia para avanzar. El proyecto cuenta con la coproducción de tres países —México, Chile y Francia— y ganó el premio a Mejor Proyecto en el festival de Cannes del año pasado. La productora nacida en La Paz en 1981, pero con corazón tarijeño, ya tiene proyectos con realizadores estadounidenses, y su carrera recibe ahora este espaldarazo de la AMPAS. “Ser miembro de la Academia es sinónimo de prestigio, además que te permite apoyar al cine de otras regiones desde adentro. Al ser productora puedes votar por las películas extranjeras, para que tengan mayor representatividad y, hoy por hoy, te permite ser parte del cambio, de la construcción de una Academia más inclusiva, global y representativa”. (01/07/2020) ",01-07-2020,entretenimiento
La Razon,Sobodaycom publica su tarifario para eventos on line y se retracta en cuestión de horas tras lluvia de críticas,"Ante la lluvia de críticas que recibió en las redes sociales, la Sociedad Boliviana de Autores y Compositores de Música (Sobodaycom) dejó sin efecto este martes un tarifario publicado en un medio impreso con el que pretendía cobrar regalías a los artistas que realicen presentaciones de forma virtual, confirmó su director general, Geoffrey Baldivieso. “Hemos hablado con el directorio y por eso lanzamos el comunicado con el que estamos dejando sin efecto la cobranza online, pese a que la norma nos ampara”, explicó Baldivieso a La Razón. Unas horas antes, el director había sostenido firmemente que los artistas que efectuaban transmisiones de forma virtual, que cobran entradas y que además usaban obras que no eran suyas debían necesariamente pagar Derechos de Autor ante esa Sociedad. Artistas y gestores culturales se expresaron en Facebook y Twitter ante lo que consideraron “un abuso” de parte de esta organización en tiempos en que el sector ha sido uno de los más golpeados por la crisis sanitaria, por ello se reunió la cúpula de la entidad. “Tuvimos una reunión con el directorio y se decidió, considerando que la gente en las redes sociales está mal interpretando las cosas, y también por un tema de solidaridad con el sector, dejar de lado este cobro mientras dure la pandemia, luego lo evaluaremos”, complementó Baldivieso. El comunicado que emitió Sobodaycom a través de su página de Facebook añade: “Si bien la normativa nacional e internacional nos faculta para los cobros online de eventos de cobro de entradas y constituye de parte del Servicio Nacional de Propiedad Intelectual (Senapi) una exigencia su publicación respecto a las tarifas; en la situación empática que las circunstancias por las que atraviesa nuestro país y el mundo entero por la pandemia del COVID-19 y mientras dure el mismo, dejamos sin efecto toda cobranza on line”. Este martes, a través de una publicación en la prensa, Sobodaycom dio a conocer un tarifario para los conciertos de forma virtual y los pagos que los artistas debían realizar, montos que iban desde los Bs 100 hasta los Bs 300 en diferentes modalidades. Inmediatamente los artistas se expresaron en las redes fustigando a la sociedad por su falta de sensibilidad con este sector. Tras este retroceso, la cantante y compositora Marisol Díaz, dijo que “la presión en internet les hizo retroceder, porque estaban totalmente equivocados”. Por su lado, Claudia Montes, que el fin de semana presentó de forma virtual el espectáculo de danza Ella baila sola, por el cual el lunes ya le habían llamado desde Sobodaycom para que pague por el uso de pistas musicales, según reveló; se mostró más aliviada. “Era lo más coherente que podían hacer. Ahora dicen ellos que son empáticos, pero esto se logró porque los artistas reclamamos ante este atropello que pretendían realizar”, indicó Montes. El bajista Bladimir Morales, de Efecto Mandarina, grupo de jazz que toca sus propias composiciones, publicó en su cuenta de Facebook ante el anuncio de cobros: “Jamás recibimos ni 10 centavos de esta institución, al contrario; siempre nos sacaron plata. Esto ya es el colmo, Sobodaycom en esta situación que vivimos!”. Tras el comunicado, el músico rené Ponce escribió: “Señores de Sobodaycom, esto no los exime de nuestro pedido, que es claro ¡El primer paso es una auditoría externa inmediata! (30/06/2020) ",30-06-2020,entretenimiento
La Razon,Mamani Mamani lanza la colección de barbijos 16 para el 16 con sus obras,"El pintor paceño Roberto Mamani Mamani tiene lista su nueva colección de barbijos 16 para el 16, en homenaje a la gesta revolucionaria del 16 de Julio. Los tapabocas tendrán impresos el Illimani, la Muela del Diablo, la Ciudad Maravilla y la Tea de Murillo, entre otras imágenes que el artista pintó por las fiestas julias. “Son 100 barbijos dentro de la iniciativa que llamé Regala arte, usa arte y ayuda arte. Estos tapabocas no solo nos protegerán la boca, sino también nos permitirán para llevar nuestra identidad”, explicó Mamani Mamani a  El artista ya había lanzado al mercado barbijos con sus obras pictóricas para el Día de la Madre y Gran Poder, ahora tiene listo otro stock de 100 barbijos para celebrar la gesta revolucionaria paceña del 16 de Julio.  “Son protectores contra el coronavirus que tienen impresas obras dedicadas al Illimani, La Muela del Diablo, el ch’uta cholero… un total de 16 modelos, por eso esta colección se llama ’16 para el 16’”, sostiene. Cinco mujeres se encargan en este momento de la confección de los tapabocas. “Ellas elaboran los barbijos cumpliendo con todas las exigencias, artísticas y contra el coronavirus, por eso estos protectores tienen tres capas, son seda, regulables para la nariz y las orejas, pero además reciclables y lavables”, complementa Mamani Mamani. Para más información, comunicarse con el 720-50344 para pagos por internet. También pueden ser adquirirlos en el Centro Cultural de Mamani Mamani en la calle Jaén. Mamani Mamani además puso a la venta nueve obras de su colección privada para ayudar con esos recursos a orfanatos durante la pandemia de COVID-19. “La venta de estos nuevos barbijos también nos permitirá ayudar a los más necesitados”, precisó. (29/06/2020) ",29-06-2020,entretenimiento
La Razon,Gonzalo Mamani expone sus acuarelas entre verduras de un mercado popular,"Debido a que galerías de arte están cerradas por la cuarentena sanitaria para detener el contagio del COVID-19, el vendedor y a la vez pintor Gonzalo Mamani Mamani decidió exponer seis de sus acuarelas en el Mercado Central del Cruce Taquiña de la ciudad de Cochabamba. La temática de sus obras es la pandemia. Mamani conoce el abasto desde hace más de 15 años porque su madre Pascuala Mamani tiene un puesto de venta de verduras, pero hace semanas, ella se enfermó y el artista tuvo que comenzar a atender el negocio. “El mercado se ha convertido en mi casa. Aquí nacen mis inspiraciones, mis personajes”, explica a   el hombre que estudió pintura en la Escuela Superior de Artes Plásticas Raúl Prada. Mamani realiza acuarelas “utilizando la pureza de la línea y el color sublime del arte ante la simplicidad”, dice su tarjeta de presentación. Seis de sus obras están ahora en uno de pasillos de ese mercado popular de Cochabamba, al lado de cajas de tomates, papas, lechugas y otras verduras. Así, mientras las familias hacen sus compras pueden observar también las pinturas de Mamani, quien atiende su puesto de tomates. “Mis cuadros están acá en el mercado, ojalá que alguien pueda comprarlos o que al menos los puedan apreciar”, complementó “Gonchi”, como se conoce en el Valle al creador de padres paceños nacidos en la provincia Aroma. La temática de estos trabajos es la pandemia que azota al mundo y en algunos personajes. El sello particular de Mamani es que en sus retratos, los personajes están de costado, echados. “Mientras esté abierto el mercado seguirá también mi exposición”, dice delante de sus cuadros, uno de ellos colocado sobre una carga tomates en el mercado ubicado al noroeste de la ciudad de Cochabamba. (26/06/2020) ",26-06-2020,entretenimiento
La Razon,"Más de 511.000 muertos por coronavirus en el mundo, según último conteo","La pandemia de nuevo coronavirus ha provocado al menos 511.312 muertos en el mundo desde que China dio cuenta oficialmente de la aparición de la enfermedad en diciembre, según un balance establecido por AFP este miércoles a las 11.00 GMT (07.00 en Bolivia) en base a fuentes oficiales. Desde el comienzo de la epidemia más de 10.509.550 personas en 196 países o territorios contrajeron la enfermedad, según las cifras oficiales. De ellas al menos 5.302.100 se recuperaron según las autoridades. La cantidad de muertos en Estados Unidos, que registró su primer deceso vinculado al virus a principios de febrero, asciende a 127.425. El país registró 2.636.538 contagios. Las autoridades consideran que 720.631 personas sanaron. Después de Estados Unidos, los países más afectados son Brasil con 59.594 muertos y 1.402.041 casos, Reino Unido con 43.730 muertos (312.654 casos), Italia con 34.767 muertos (240.578 casos) y Francia con 29.843 muertos (201.208 casos). China, sin contar los territorios insulares de Hong Kong y Macao, registró un total de 83.534 personas contagiadas, de las que 4.634 murieron y 78.479 sanaron totalmente. El miércoles a las 11.00 GMT y desde el comienzo de la epidemia, Europa sumaba 197.257 fallecidos (2.685.179 contagios), Estados Unidos y Canadá 136.060 (2.740.682), América latina y el Caribe 116.459 (2.587.730), Asia 35.023 (1.322.495), Medio Oriente 16.278 (759.198), África 10.102 (404.945) y Oceanía 133 (9.328). Este balance fue realizado utilizando datos de las autoridades nacionales recopilados por las oficinas de AFP y con informaciones de la Organización Mundial de la Salud (OMS). (01/07/2020) ",01-07-2020,mundial
La Razon,EEUU podría tener 100.000 nuevos casos diarios de COVID-19 si no se frena la pandemia,"El doctor Anthony Fauci, asesor médico de la Casa Blanca, advirtió este martes que Estados Unidos podría llegar a tener 100.000 casos nuevos de coronavirus diarios si no se toman medidas para frenar la pandemia.   «Ahora estamos teniendo 40.000 nuevos casos diarios», dijo el experto en una audiencia ante el Comité de Salud y Educación del Senado. «No me sorprendería si llegamos a 100.000 diarios si esto no cambia».   El experto no quiso proyectar el número de fallecidos de la actual ola del coronavirus, pero según una estimación publicada la semana pasada por los Centros de Prevención y Lucha Contra Enfermedades (CDC) el país podría llegar a un nivel de entre 130.000 y 150.000 muertos antes del 18 de julio.   Estados Unidos es el país del mundo con más casos mortales de coronavirus, con cerca de 126.000 muertos.   La pandemia está en alza en cuatro estados del sur y el oeste del país, (California, Arizona, Texas y Florida) donde se registra la mitad de los nuevos contagios.   (30/06/2020) ",30-06-2020,mundial
La Razon,OPS prevé más de 400.000 muertes por COVID-19 en Latinoamérica y el Caribe para el 1 de octubre,"Latinoamérica y el Caribe registrarán más de 400.000 muertes por COVID-19 para el 1 de octubre «si persisten las condiciones actuales», advirtió el martes la directora de la Organización Panamericana de la Salud (OPS), Carissa Etienne. «Se espera que América Latina y el Caribe tengan más de 438.000 muertes de COVID-19» en los próximos tres meses, dijo. «Es importante enfatizar que estas proyecciones se cumplirán solo si persisten las condiciones actuales. Esto significa que los países pueden cambiar estas predicciones si toman las decisiones correctas e implementan estrictas medidas probadas de salud pública». El martes a las 11.00 GMT (07.00 en Bolivia) y desde el comienzo de la epidemia, Europa sumaba 196.686 fallecidos (2.670.500 contagios), Estados Unidos y Canadá 134.751 (2.694.400), América latina y el Caribe 113.933 (2.530.877), Asia 34.338 (1.276.020), Medio Oriente 15.968 (746.780), África 9.843 (394.503), y Oceanía 133 (9.328). La pandemia de nuevo coronavirus ha provocado al menos 505.652 muertos en el mundo desde que China dio cuenta oficialmente de la aparición de la enfermedad en diciembre. (30/06/2020) ",30-06-2020,mundial
La Razon,"La economía chilena se desploma 15,3% en mayo producto de la pandemia","La economía chilena se desplomó 15,3% en mayo en comparación con igual mes del año anterior, anotando una nuevo récord de caída debido a la pandemia, informó este miércoles el Banco Central a través del Índice Mensual de Actividad Económica Mensual (Imacec).  De acuerdo al reporte, durante el mes de mayo, cuando los contagios de coronavirus comenzaron a crecer con fuerza en Chile, la actividad minera es la única que continuó creciendo, mientras que las actividades más afectadas fueron los servicios y el comercio, y, en menor medida, la industria manufacturera y la construcción. La tasa de desempleo en Chile escaló al 11,2% en el trimestre móvil marzo-mayo, la más alta en una década, pero según expertos no refleja la magnitud del deterioro del mercado laboral por la pandemia. De acuerdo al Instituto Nacional de Estadísticas (INE), la cifra se incrementó 4 puntos porcentuales (PP) en 12 meses y también representa un alza frente al desempleo del 9% registrado en el trimestre móvil inmediatamente anterior, de febrero-abril. «Hay un deterioro importante en el mercado laboral, que está dado por los sectores que son importantes dentro de la economía y que tienen mayor dinamismo», dijo en rueda de prensa la directora del INE, Sandra Quijada, cuando los contagios de coronavirus en el país totalizaban 280.000 y las muertes 5.588 confirmadas con un examen y casi 9.000 si se consideran los fallecidos «probables». (01/07/2020) ",01-07-2020,mundial
La Razon,"Falleció Georg Ratzinger, hermano del papa emérito Benedicto XVI","Georg Ratzinger, el hermano mayor de Benedicto XVI, falleció en Baviera (Alemania) a la edad de 96 años, luego de haber sido visitado en su lecho de enfermo hace más de dos semanas por el papa emérito, indicaron este miércoles fuentes de El Vaticano. Benedicto XVI, de 93 años, visitó el 18 de junio a su hermano muy enfermo en una despedida de cuatro días, su primer desplazamiento al extranjero desde su renuncia como papa en 2013. Los dos hermanos, ordenados sacerdotes el mismo día en junio de 1951, estaban muy unidos. Georg Ratzinger iba a menudo a visitar a su famoso hermano a El Vaticano. En Baviera, el papa emérito se desplazó igualmente al cementerio donde descansan sus padres, así como su hermana mayor Maria, fallecida en 1991. Esta última se ocupó toda su vida de su hermano Joseph (el futuro papa), siguiéndolo hasta Roma. Debido a su debilitado estado de salud, Benedicto XVI viajó en compañía de un médico y de una enfermera, pero también de su secretario particular, el arzobispo alemán Georg Ganswein, que se ocupa ahora de él a tiempo completo. En las fotos de su viaje se le ve desplazándose únicamente en silla de ruedas. Benedicto XVI soñaba con su retiro en su Baviera natal, pero paradójicamente pasó las últimas cuatro décadas de su vida en El Vaticano. En siete años de «retiro», el papa alemán solo había salido de su recinto de El Vaticano para viajar al palacio pontifical de Castel Gandolfo, cerca de Roma, en julio de 2019. Joseph Ratzinger anunció en latín a los cardenales que renunciaba a ser papa en febrero de 2013, ocho años después de un pontificado socavado por una profunda crisis. (01/07/2020) ",01-07-2020,mundial
La Razon,Pompeo: levantar embargo de armas a Irán es una ‘espada de Damocles’ para Oriente Medio,"Levantar el embargo de armas impuesto por la ONU a Irán en octubre significaría una «espada de Damocles sobre la estabilidad económica de Oriente Medio», advirtió este martes el secretario de Estado estadounidense, Mike Pompeo.   Hacerlo podría «poner en peligro a países como Rusia y China que dependen de precios de energía estables», agregó el jefe de la diplomacia estadounidense durante una videoconferencia con el Consejo de Seguridad de la ONU. Responsables sauditas y estadounidenses pidieron el lunes prolongar el embargo de armas a Irán y advirtieron que su fin tendría consecuencias sobre la seguridad regional, en especial en Yemen. Irán se encuentra hasta octubre bajo un embargo de armas vinculado a la resolución 2231 que ratificó el acuerdo internacional sobre su programa nuclear, concluido en 2015, y del que Estados Unidos se retiró unilateralmente en 2018, reimponiendo duras sanciones contra Teherán. (30/06/2020) ",30-06-2020,mundial
